,Image,Accuracy,F1,Jaccard,Recall,Precision
161,p_5c78dff0,0.9597427983539094,0.9661216683950383,0.9344636006591417,0.9345035987289299,0.999954198914116
162,p_5c98c94a,0.9747550154320987,0.9580293316827714,0.9194398276392737,0.9194869953316576,0.9999442106249748
163,p_5ca63d6a,0.9890957933241884,0.9765636900579336,0.9542007456362515,0.9678840328440492,0.9854004283929315
164,p_5cb2ac7b,0.9608203125,0.9417085982382641,0.8898386556581708,0.8905124346446692,0.9991504340703343
165,p_5da96b53,0.9801752760404602,0.9651126450525859,0.9325774833741457,0.9327999824891652,0.9997442923231394
166,p_5e0ebe43,0.9845644742591307,0.9829763772608281,0.9665226601259825,0.9685378602840237,0.9978518943759344
167,p_5e8421f1,0.9943793402777777,0.9882362440764871,0.9767460420386868,0.9805374679279825,0.9960568721922
168,p_5f03ec56,0.9944627343392776,0.9908120626767549,0.9817914246030031,0.9822418782541984,0.9995331153262548
169,p_5fcdce11,0.9572008854202323,0.9329618323884961,0.8743471983545547,0.8785320718009821,0.9945814741286347
170,p_605de8d5,0.9929717118693496,0.9833795969035016,0.9673026371576359,0.9676746198261578,0.9996027550108366
171,p_60dfee14,0.9876581337359596,0.9849826235454091,0.9704096170115907,0.9728574649188404,0.9974138392718724
172,p_6159b88f,0.9702894590192044,0.9610053498350462,0.9249377267558347,0.9250617061635759,0.9998551216685301
173,p_6176bcb4,0.9681665398274988,0.9375953154527069,0.8825218196889171,0.9894709450564829,0.8908881494753007
174,p_61eec36a,0.9872210791037952,0.9833206760057354,0.9671886235893221,0.9672212707316107,0.999965102605925
175,p_623491ca,0.9957566007165515,0.9935295632324694,0.9871423212621891,0.9875366619628677,0.9995956448676656
176,p_6234aaa1,0.9964037494284408,0.9844065209094379,0.9692918881193966,0.979237338277059,0.9896305671546595
177,p_62b7482f,0.8109862075617283,0.754048940582907,0.6051994858736119,0.9455085381917069,0.6270709697889422
178,p_636207b3,0.9641796875,0.948736972363916,0.9024734509091291,0.9031837994031608,0.9991292718735918
179,p_63c22c48,0.9853404706790123,0.9847026841510389,0.9698663325310377,0.9948638686224166,0.9747469665375139
180,p_63d83abc,0.9594925994555396,0.9720963288873201,0.9457076146396579,0.9458874292925499,0.999799025272572
181,p_64240a9a,0.9971485592900949,0.992626881208403,0.9853616923976659,0.9870152751105552,0.9983026609465004
182,p_64da52e3,0.9520970507544582,0.9587622018094031,0.9207908159648879,0.93446292786606,0.9843589450850554
183,p_64ecb292,0.9466518930804645,0.9274402890394453,0.8646980485672502,0.9439546449742136,0.9114938305624445
184,p_6517ab3a,0.9685831047096479,0.9745851540902473,0.9504301190661921,0.9575942932064188,0.9921898535879978
185,p_669f7b92,0.9908244002041858,0.9934019479089344,0.9868903936832403,0.9875376051118625,0.9993363558035531
186,p_6728d03b,0.9559284979423869,0.9567782314641106,0.9171379090439246,0.9184314627554124,0.9984666664473056
187,p_67ba476a,0.9718757834757835,0.9717738476618123,0.945097384901169,0.945097384901169,1.0
188,p_682c8aab,0.9817443987197073,0.9445089195744178,0.894852582926219,0.8980276850903565,0.9960644636457577
189,p_695c9a45,0.9701379180258749,0.9767024942229093,0.9544658212385683,0.9548697004035974,0.9995570501667264
190,p_6a527868,0.9900954503886603,0.9902695211800333,0.9807265819462271,0.9809022273689503,0.9998174491408771
191,p_6aaed593,0.9890898276748972,0.9856779195456551,0.9717602904830196,0.9726492926325785,0.9990603219146048
192,p_6abcb4ed,0.9928675125743027,0.9873306686349022,0.9749783449094497,0.9754731932393801,0.9994799610279095
193,p_6b99c161,0.9938128715134888,0.9798065533097666,0.9604125143996051,0.9627856333701164,0.9974401239678838
194,p_6bcbd2db,0.9900240054869685,0.9700955011325125,0.9419276274637671,0.9419558338629233,0.9999682103485912
195,p_6be89ce9,0.9859991546142071,0.982730060939049,0.9660464968091104,0.9671584827526908,0.9988112595206655
196,p_6c14a1ab,0.9875529018827351,0.9754237938868888,0.9520265921334544,0.9520727615806157,0.9999490653491571
197,p_6cbe35ae,0.941200278576974,0.9511730684178117,0.9068923001270929,0.9831036787200226,0.9212513831052261
198,p_6ef88377,0.9943580856953309,0.9917445142652952,0.9836242185606576,0.9836454454756881,0.9999780613674181
199,p_6f42cd49,0.9974389769633747,0.9945693433489616,0.9891973521692141,0.9911220792655956,0.9980406712830561
200,p_70f8cd6a,0.991217377715268,0.9797714388553946,0.9603450404840446,0.9603619813717189,0.9999816318283679
201,p_710eacd6,0.9956827567023985,0.9922863502518812,0.9846907903846555,0.9847262794491445,0.9999634015028499
202,p_716c0b5b,0.9931445112841079,0.9924481170100629,0.98500944096789,0.985375838688072,0.9996226480942638
203,p_73aabf07,0.9781523802987669,0.9483833744769223,0.9018337590518726,0.9806795413836176,0.9181465706691224
204,p_73d90818,0.9849416473765432,0.9845686562598377,0.9696063277240907,0.9747049349398911,0.9946340542845189
205,p_73e594c5,0.9844574454591578,0.9709806429076786,0.9435980345902903,0.9553851083041254,0.9870937842316658
206,p_74080af7,0.9408775122464863,0.940476622585732,0.8876412192819514,0.8903359735750386,0.9966017959319236
207,p_7408d871,0.9847536579789666,0.9718453908239721,0.9452327326556632,0.9544190906207437,0.9899198837174299
208,p_74896194,0.9851967673023962,0.9813324808018125,0.9633491421953236,0.9641678385902477,0.9991193488799374
209,p_74926d66,0.980440813810111,0.9676553910985536,0.9373375738633143,0.9374490143070884,0.9998731927528682
210,p_74accdbf,0.9899542752629172,0.9738646840148698,0.949060683171129,0.9648602779120063,0.9830387377218474
211,p_758345ea,0.9755842832944193,0.9759032265898704,0.952940436810693,0.9585025228655493,0.9939473983937194
212,p_7586d14a,0.943293324188386,0.9568608148850929,0.9172896853450001,0.9172904500493941,0.9999990911759546
213,p_76184ee7,0.9906992669753086,0.9831017853262582,0.9667651797792502,0.9687534536110958,0.9978815368196371
214,p_7625123e,0.9981191061910619,0.9959691640439182,0.9919706929075669,0.9925038976327202,0.9994587127650716
215,p_772ba96f,0.9292999902147855,0.9528522236981576,0.9099500999403318,0.9100266581908889,0.9999075556955536
216,p_773ed527,0.9792798353909465,0.969715936537294,0.9412122063483666,0.9418359262328899,0.999296893158751
217,p_774978f6,0.9790620177469136,0.9804365977154027,0.9616239613137144,0.9616256612645898,0.9999981616667065
218,p_7794234c,0.9819401041666667,0.9808778061739017,0.962473206958024,0.9625060001422998,0.9999646022121536
219,p_7908fa55,0.9924314128943759,0.9769838841998414,0.955003415010415,0.9569055920246234,0.9979228212703102
220,p_79667a8b,0.9926611796982168,0.9855153882079016,0.9714443932934356,0.9745654371063499,0.9967141967237804
221,p_7c18a80a,0.9919567613120706,0.9827724854991051,0.966128492878316,0.966148274198979,0.9999788082214682
222,p_7c86cc6e,0.986293084992507,0.9903149724416447,0.9808157449224023,0.98147008336297,0.9993207293721369
223,p_7dfc4104,0.9775276491769548,0.9655702352817164,0.9334323781225299,0.9376705278182771,0.9951811290332406
224,p_7e060171,0.9973504890171557,0.987419485523028,0.9751515769914451,0.9863440813488614,0.988497237268298
225,p_7eca9af1,0.9378532772098617,0.947613661430442,0.9004427620359204,0.9042625993364433,0.9953305950533491
226,p_7f83f29f,0.9647903284588402,0.9756608524744006,0.9524783416031825,0.9563069149465662,0.9958143496532716
227,p_80127331,0.9720017636684304,0.9414344553744141,0.8893492331713849,0.9019725934383306,0.9845072603181291
228,p_80d05b01,0.7900255594135802,0.8407687663175233,0.7252813260100763,0.7272930887979343,0.9962006645370514
229,p_818e689d,0.9920733667695473,0.98035492083138,0.9614668288604152,0.9618200864077214,0.9996181459224214
230,p_819ea202,0.9959417956797735,0.9863146607733786,0.9729988415595268,0.9883409594209832,0.9842966537694563
231,p_8356b96a,0.9452294408733802,0.9595887404234457,0.9223167584845215,0.923501172328165,0.9986113831329076
232,p_8367ead5,0.9165149176954732,0.9174501850179931,0.8474900390918659,0.9819918527118383,0.8608693265815294
233,p_837e29d1,0.9762694821518351,0.984276462679997,0.9690397303158107,0.9691010270763311,0.999934732265306
234,p_83aaeb64,0.9904528356481481,0.9828842358079733,0.966344511028943,0.9668589856985399,0.999449661621019
235,p_83b00b70,0.924685642432556,0.9130943477360474,0.840086115877797,0.9464663175597151,0.8819955864290338
