epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.719028890132904,0.5689407587051392,0.28100425004959106,1e-04,0.6474219560623169,0.8210816979408264,0.7457754611968994,0.6001043319702148,0.25440260767936707,0.8483545184135437,0.6750199794769287
