epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
14,0.8972961902618408,0.8161031007766724,0.10270509123802185,1e-04,0.8789675235748291,0.9205230474472046,0.8410264253616333,0.7300234436988831,0.1591179072856903,0.8553058505058289,0.8329809904098511
15,0.8999039530754089,0.8201597929000854,0.10009907931089401,1e-04,0.882554292678833,0.921341061592102,0.8313941955566406,0.7163217067718506,0.16874507069587708,0.8506191372871399,0.8188853859901428
16,0.9017594456672668,0.823306679725647,0.09824240952730179,1e-04,0.8842490911483765,0.9232435822486877,0.8312109708786011,0.7173709869384766,0.16893351078033447,0.7903586626052856,0.8876376748085022
17,0.9065168499946594,0.8310520052909851,0.09348393976688385,1e-04,0.8896430134773254,0.9269922971725464,0.8063414692878723,0.6807394623756409,0.19381727278232574,0.8535140752792358,0.7696719169616699
18,0.9077394008636475,0.8331153392791748,0.09226939082145691,1e-04,0.8914957046508789,0.9274112582206726,0.8328729271888733,0.7177587747573853,0.16725465655326843,0.8510317206382751,0.8199243545532227
19,0.9141392111778259,0.843758225440979,0.08586536347866058,1e-05,0.8986914157867432,0.9331060647964478,0.8743888735771179,0.7806336283683777,0.1257563829421997,0.860256016254425,0.8935433626174927
20,0.9238292574882507,0.8599706292152405,0.07617310434579849,1e-05,0.9095960855484009,0.9407891631126404,0.8752057552337646,0.781867265701294,0.12493705749511719,0.8628650307655334,0.893095076084137
21,0.9275099039077759,0.8662499785423279,0.0724925547838211,1e-05,0.9137561321258545,0.9436448812484741,0.8757684826850891,0.7826719880104065,0.1243743896484375,0.8645671606063843,0.8924368619918823
22,0.9302569031715393,0.8709672093391418,0.06974547356367111,1e-05,0.9165251851081848,0.9461371898651123,0.876105546951294,0.783130407333374,0.12403518706560135,0.865153968334198,0.8925241231918335
23,0.9326290488243103,0.8750662207603455,0.06737245619297028,1e-05,0.9192536473274231,0.9479575157165527,0.8762356042861938,0.7832987904548645,0.12390335649251938,0.8665472269058228,0.8912913799285889
24,0.9347643256187439,0.8787715435028076,0.06523700803518295,1e-05,0.9215505123138428,0.9497891664505005,0.8769433498382568,0.7844381928443909,0.12319152057170868,0.8669384121894836,0.8925151824951172
25,0.9366975426673889,0.8821380734443665,0.06330424547195435,1e-05,0.923764169216156,0.9513460397720337,0.8768748044967651,0.7843001484870911,0.12325597554445267,0.867278516292572,0.8920748233795166
26,0.938524603843689,0.8853356838226318,0.06147589534521103,1e-05,0.9258353114128113,0.9528471231460571,0.8771363496780396,0.7846536040306091,0.12299302220344543,0.8692108988761902,0.8905164003372192
27,0.9402223229408264,0.8883105516433716,0.059778064489364624,1e-05,0.9277690052986145,0.9542038440704346,0.8772940039634705,0.7847889065742493,0.12283393740653992,0.8722521662712097,0.8875186443328857
28,0.9418173432350159,0.8911071419715881,0.05818368121981621,1e-05,0.9295225739479065,0.9555491209030151,0.8769068717956543,0.7841825485229492,0.1232183650135994,0.8702935576438904,0.8889241814613342
29,0.9432827830314636,0.8936910629272461,0.05671830102801323,1e-05,0.9311471581459045,0.9567767381668091,0.8773938417434692,0.7849315404891968,0.12273462116718292,0.8712638020515442,0.8889145255088806
30,0.9447644352912903,0.8963150978088379,0.05523620918393135,1e-05,0.9329494833946228,0.957850456237793,0.877139151096344,0.7844626307487488,0.12298864126205444,0.8740368485450745,0.8854183554649353
31,0.9461914300918579,0.8988431692123413,0.05380905792117119,1e-05,0.9346505999565125,0.9589230418205261,0.8774289488792419,0.7849979996681213,0.12269558757543564,0.869744598865509,0.890710175037384
32,0.9475665092468262,0.9012817740440369,0.052433982491493225,1e-05,0.9362351298332214,0.9600100517272949,0.8775097727775574,0.7851559519767761,0.122616708278656,0.8681029677391052,0.8924925923347473
33,0.9487826228141785,0.9034473299980164,0.051217637956142426,1e-05,0.9377571940422058,0.9608422517776489,0.8765537738800049,0.783638060092926,0.12356896698474884,0.8678649663925171,0.8907501697540283
34,0.9500938057899475,0.9057907462120056,0.049905966967344284,1e-05,0.9391253590583801,0.962067186832428,0.8771440982818604,0.7846894860267639,0.12297630310058594,0.8633730411529541,0.8972598314285278
35,0.9513747692108154,0.908087432384491,0.048625074326992035,1e-05,0.9405620098114014,0.9631112217903137,0.8766596913337708,0.7838061451911926,0.12345723062753677,0.8680426478385925,0.8908715844154358
36,0.9524450898170471,0.9099999666213989,0.04755476117134094,1e-05,0.9417763948440552,0.9639673829078674,0.8765653371810913,0.7836006283760071,0.1235538199543953,0.8691724538803101,0.8892602324485779
37,0.9519848227500916,0.9091465473175049,0.04801514372229576,1e-06,0.9416275024414062,0.9632774591445923,0.8801804780960083,0.789415717124939,0.11993425339460373,0.8654648661613464,0.9004650115966797
38,0.9528754353523254,0.9107434153556824,0.04712425917387009,1e-06,0.9425815939903259,0.964038074016571,0.8800709843635559,0.7892094850540161,0.12004204094409943,0.8657366633415222,0.8999437689781189
39,0.9533159136772156,0.9115380048751831,0.04668363183736801,1e-06,0.9430186748504639,0.9644612669944763,0.8799352049827576,0.7889954447746277,0.12017718702554703,0.8652864098548889,0.9001474976539612
40,0.9536362290382385,0.9121155142784119,0.04636383056640625,1e-06,0.943358838558197,0.9647458791732788,0.8799552321434021,0.7890119552612305,0.12015613168478012,0.8658435344696045,0.8996075391769409
41,0.953930675983429,0.912650465965271,0.04606827348470688,1e-06,0.9436749815940857,0.9650095105171204,0.8798883557319641,0.7889020442962646,0.12022259831428528,0.8659405708312988,0.8993522524833679
42,0.9541915655136108,0.9131197333335876,0.04580884054303169,1e-06,0.9439629316329956,0.9652300477027893,0.8797938227653503,0.7887483239173889,0.12031692266464233,0.8657407760620117,0.8993651866912842
43,0.9541884660720825,0.91311115026474,0.04581080377101898,1e-07,0.9437876343727112,0.9654258489608765,0.8801031112670898,0.7892752885818481,0.12000832706689835,0.8668215274810791,0.8988339900970459
44,0.954426109790802,0.9135415554046631,0.0455731637775898,1e-07,0.9442772269248962,0.9653857946395874,0.8801351189613342,0.7893332242965698,0.11997642368078232,0.8671846985816956,0.8984946012496948
45,0.9545102715492249,0.9136946797370911,0.045489441603422165,1e-07,0.9443464875221252,0.9654825329780579,0.8800964951515198,0.7892744541168213,0.12001516669988632,0.8670955896377563,0.8985087275505066
46,0.9545645117759705,0.913791835308075,0.04543539509177208,1e-07,0.9443870186805725,0.9655507206916809,0.8800510168075562,0.7892037034034729,0.120060496032238,0.8670058846473694,0.8985127210617065
47,0.9546046257019043,0.9138654470443726,0.045394688844680786,1e-07,0.9444204568862915,0.9655991792678833,0.8800181746482849,0.7891519069671631,0.12009336054325104,0.8669534921646118,0.8984956741333008
48,0.9546410441398621,0.913931667804718,0.045358333736658096,1e-07,0.9444550275802612,0.9656367301940918,0.87999427318573,0.7891142964363098,0.12011708319187164,0.8669235706329346,0.8984779715538025
49,0.9546754956245422,0.9139935374259949,0.04532483592629433,1e-07,0.9444913864135742,0.9656675457954407,0.8799760937690735,0.7890854477882385,0.12013547122478485,0.866907000541687,0.8984524011611938
50,0.9547060132026672,0.9140496253967285,0.04529332369565964,1e-07,0.9445257186889648,0.9656951427459717,0.8799579739570618,0.7890567779541016,0.12015356868505478,0.8668994307518005,0.8984187245368958
51,0.9547363519668579,0.9141049981117249,0.04526294395327568,1e-07,0.9445606470108032,0.9657197594642639,0.879939079284668,0.7890273928642273,0.12017215043306351,0.8668948411941528,0.8983831405639648
52,0.954765796661377,0.9141587615013123,0.04523320123553276,1e-07,0.9445953369140625,0.9657430052757263,0.8799238801002502,0.7890028357505798,0.1201876848936081,0.8668913841247559,0.8983538746833801
53,0.954794704914093,0.9142115116119385,0.045204225927591324,1e-07,0.9446285963058472,0.9657667875289917,0.8799097537994385,0.7889804244041443,0.12020162492990494,0.866890549659729,0.8983289003372192
54,0.9548230767250061,0.9142630100250244,0.04517588019371033,1e-07,0.94466233253479,0.9657895565032959,0.8798960447311401,0.7889582514762878,0.12021541595458984,0.8668934106826782,0.8982962369918823
55,0.9548521041870117,0.9143143892288208,0.04514778405427933,1e-07,0.9446958303451538,0.9658107161521912,0.879883885383606,0.7889389395713806,0.12022743374109268,0.8669015169143677,0.8982610106468201
56,0.954878568649292,0.9143641591072083,0.04512002319097519,1e-07,0.9447300434112549,0.96583092212677,0.879874587059021,0.7889233827590942,0.12023673951625824,0.8669174313545227,0.8982222676277161
57,0.9549062848091125,0.9144138097763062,0.04509266838431358,1e-07,0.9447648525238037,0.9658504128456116,0.8798663020133972,0.7889097332954407,0.12024497985839844,0.8669354915618896,0.8981890678405762
